Country,low,medium,high
BE,-0.100542333,0.073096543,0.246735418
BG,0.000262469,0.001860668,0.003458866
CZ,-0.008602475,0.006010174,0.020622822
DK,-0.09056426,0.305241656,0.701047572
DE,-0.128254888,0.052005365,0.232265618
EE,0.198050676,0.642547181,1.087043686
IE,0.018490298,0.366750182,0.715010067
EL,-0.004551043,0.005297093,0.015145229
ES,-0.037616244,0.120812975,0.279242195
FR,-0.046782258,0.114773147,0.276328552
HR,0.002867044,0.005492831,0.008118619
IT,-0.003700316,0.003485244,0.010670804
CY,-0.133257937,0.247853952,0.628965841
LV,0.017740332,0.292104021,0.56646771
LT,-0.103053141,0.144900716,0.392854574
LU,0.023355442,0.176109105,0.328862769
HU,-0.009213508,0.005458647,0.020130801
MT,-0.01007832,0.13387838,0.277835081
NL,-0.016169761,0.143979011,0.304127783
AT,-0.058642274,0.110885194,0.280412661
PL,-0.001308635,0.003647793,0.008604222
PT,0.013848812,0.162054768,0.310260724
RO,-0.00106979,0.000822173,0.002714137
SI,-0.002665785,0.009799496,0.022264776
SK,-0.001994202,0.005713366,0.013420934
FI,0.754756974,1.303500584,1.852244193
SE,0.711492938,1.243627192,1.775761445
